"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","cluster"
44,"housemaid","married","primary","no",41,"no","no","cellular",22,"aug",299,1,-1,0,"unknown","no","1"
34,"entrepreneur","married","primary","no",0,"yes","no","cellular",21,"jul",132,3,-1,0,"unknown","no","1"
33,"technician","married","tertiary","no",980,"no","no","cellular",12,"aug",172,2,-1,0,"unknown","no","1"
40,"blue-collar","married","secondary","no",475,"yes","no","unknown",5,"may",332,2,-1,0,"unknown","no","1"
45,"management","divorced","tertiary","no",2813,"yes","no","cellular",13,"may",43,1,-1,0,"unknown","no","1"
34,"technician","married","secondary","no",0,"yes","no","cellular",23,"jul",429,1,-1,0,"unknown","no","1"
51,"management","married","tertiary","no",-892,"yes","yes","cellular",14,"aug",248,2,-1,0,"unknown","no","1"
44,"services","divorced","secondary","no",12,"yes","yes","cellular",31,"jul",5,3,-1,0,"unknown","no","1"
57,"technician","married","primary","no",1276,"yes","no","cellular",14,"jul",103,4,-1,0,"unknown","no","2"
57,"retired","married","secondary","no",3382,"no","yes","telephone",23,"jul",165,2,-1,0,"unknown","no","2"
62,"retired","married","secondary","no",3,"no","no","cellular",4,"aug",151,1,-1,0,"unknown","no","1"
38,"blue-collar","single","secondary","no",0,"no","no","unknown",12,"oct",8,1,-1,0,"unknown","no","1"
28,"services","single","secondary","no",1950,"no","no","cellular",9,"jul",147,1,-1,0,"unknown","no","1"
39,"services","married","secondary","no",733,"no","no","unknown",16,"jun",83,4,-1,0,"unknown","no","1"
40,"blue-collar","married","primary","no",-7,"yes","no","unknown",6,"may",410,2,-1,0,"unknown","no","1"
56,"services","married","secondary","no",17,"no","yes","cellular",25,"aug",342,5,-1,0,"unknown","no","3"
52,"technician","married","tertiary","no",876,"no","no","cellular",4,"may",601,3,-1,0,"unknown","yes","1"
27,"management","single","tertiary","no",88,"no","no","cellular",24,"apr",65,2,-1,0,"unknown","no","1"
24,"blue-collar","married","secondary","no",142,"yes","yes","unknown",16,"may",300,1,-1,0,"unknown","no","1"
39,"blue-collar","married","secondary","no",1386,"yes","yes","unknown",4,"jun",193,2,-1,0,"unknown","no","1"
47,"self-employed","married","secondary","no",318,"no","no","cellular",21,"nov",83,1,-1,0,"unknown","no","1"
35,"management","married","tertiary","no",244,"yes","no","cellular",19,"nov",138,1,-1,0,"unknown","no","1"
47,"technician","single","unknown","no",77,"yes","no","unknown",9,"may",83,4,-1,0,"unknown","no","1"
26,"housemaid","married","secondary","no",13,"yes","no","cellular",7,"may",132,2,293,1,"other","no","1"
29,"services","married","secondary","no",-753,"yes","yes","unknown",23,"may",98,1,-1,0,"unknown","no","1"
27,"self-employed","single","secondary","no",923,"no","no","cellular",5,"feb",139,1,-1,0,"unknown","no","1"
33,"entrepreneur","married","secondary","no",-122,"no","no","cellular",24,"jul",123,5,-1,0,"unknown","no","1"
47,"blue-collar","married","secondary","no",1230,"yes","no","telephone",12,"nov",378,1,-1,0,"unknown","yes","2"
33,"management","single","tertiary","no",3170,"no","no","cellular",28,"oct",246,2,-1,0,"unknown","no","1"
36,"admin.","married","secondary","no",3308,"no","yes","cellular",31,"jul",119,2,-1,0,"unknown","no","1"
60,"management","divorced","unknown","no",404,"yes","no","unknown",9,"may",95,2,-1,0,"unknown","no","1"
53,"blue-collar","married","secondary","no",2047,"no","no","telephone",30,"jul",342,6,-1,0,"unknown","no","3"
28,"services","single","secondary","no",229,"yes","no","unknown",9,"may",322,1,-1,0,"unknown","no","1"
37,"blue-collar","single","secondary","no",90,"yes","no","cellular",17,"apr",416,1,340,5,"failure","no","1"
31,"management","married","tertiary","no",84,"no","yes","unknown",1,"jul",143,1,-1,0,"unknown","no","1"
40,"technician","married","secondary","no",697,"no","no","cellular",24,"jun",220,2,219,2,"other","no","1"
39,"housemaid","married","primary","no",0,"yes","no","telephone",16,"jul",129,6,-1,0,"unknown","no","1"
45,"management","married","tertiary","no",876,"no","no","unknown",16,"may",178,1,-1,0,"unknown","no","1"
34,"blue-collar","married","primary","no",147,"yes","no","unknown",2,"jun",80,3,-1,0,"unknown","no","1"
35,"admin.","married","secondary","no",1345,"yes","no","cellular",20,"apr",163,1,271,1,"failure","no","1"
46,"admin.","married","secondary","no",-121,"yes","yes","cellular",8,"jul",214,4,-1,0,"unknown","no","1"
40,"blue-collar","married","secondary","no",1708,"yes","no","cellular",19,"nov",382,2,174,1,"other","no","2"
29,"admin.","single","secondary","no",0,"yes","no","cellular",5,"may",187,1,365,1,"other","no","1"
49,"management","married","tertiary","no",64,"no","no","unknown",11,"jun",586,1,-1,0,"unknown","yes","1"
33,"blue-collar","married","secondary","no",308,"yes","no","cellular",13,"may",147,2,-1,0,"unknown","no","1"
40,"technician","married","tertiary","no",602,"yes","no","cellular",15,"may",145,4,360,7,"failure","no","1"
53,"blue-collar","divorced","secondary","no",640,"yes","no","cellular",11,"may",321,2,-1,0,"unknown","no","1"
45,"blue-collar","single","secondary","no",636,"yes","no","unknown",16,"may",287,4,-1,0,"unknown","no","1"
46,"unknown","married","primary","no",0,"no","no","telephone",25,"may",87,2,-1,0,"unknown","no","1"
34,"technician","married","secondary","no",222,"yes","no","unknown",12,"may",149,6,-1,0,"unknown","no","1"
31,"services","single","primary","yes",-357,"yes","yes","cellular",11,"jul",215,2,-1,0,"unknown","no","1"
59,"blue-collar","married","secondary","yes",-918,"yes","no","unknown",16,"jun",253,2,-1,0,"unknown","no","1"
31,"services","married","secondary","no",432,"yes","no","unknown",8,"may",446,1,-1,0,"unknown","no","1"
42,"technician","single","tertiary","no",35,"yes","yes","cellular",17,"nov",38,1,115,5,"other","no","1"
26,"blue-collar","single","unknown","no",477,"yes","no","unknown",4,"jun",87,1,-1,0,"unknown","no","1"
49,"services","married","secondary","no",180,"yes","yes","unknown",2,"jun",392,3,-1,0,"unknown","no","1"
55,"blue-collar","married","unknown","no",2691,"yes","no","cellular",20,"nov",278,1,104,2,"other","no","2"
46,"technician","married","tertiary","no",2207,"yes","no","unknown",16,"may",243,3,-1,0,"unknown","no","2"
36,"technician","married","tertiary","no",491,"yes","no","unknown",8,"may",103,3,-1,0,"unknown","no","1"
38,"management","married","tertiary","no",1354,"yes","no","cellular",29,"jan",50,2,-1,0,"unknown","no","1"
56,"housemaid","divorced","primary","no",864,"no","no","telephone",17,"jul",46,6,-1,0,"unknown","no","1"
27,"student","single","secondary","no",253,"no","no","cellular",25,"may",242,2,-1,0,"unknown","yes","1"
52,"housemaid","married","primary","no",200,"no","no","cellular",13,"aug",224,2,-1,0,"unknown","no","1"
38,"technician","married","tertiary","no",2453,"yes","yes","cellular",18,"nov",108,1,-1,0,"unknown","no","1"
34,"management","married","tertiary","no",-16,"no","no","cellular",8,"aug",108,2,-1,0,"unknown","no","1"
38,"admin.","single","secondary","no",569,"yes","yes","cellular",2,"feb",164,2,272,2,"failure","no","1"
39,"management","single","secondary","no",120,"no","no","unknown",12,"jun",66,1,-1,0,"unknown","no","1"
36,"services","divorced","secondary","no",241,"yes","no","unknown",8,"may",133,1,-1,0,"unknown","no","1"
47,"services","married","primary","no",0,"yes","yes","cellular",20,"aug",138,4,-1,0,"unknown","no","1"
30,"services","single","secondary","no",495,"yes","no","cellular",21,"nov",641,1,-1,0,"unknown","yes","1"
28,"technician","single","secondary","no",34,"yes","no","unknown",12,"may",136,4,-1,0,"unknown","no","1"
22,"admin.","single","secondary","no",118,"yes","no","cellular",15,"may",564,3,-1,0,"unknown","no","1"
40,"management","divorced","tertiary","no",37,"yes","no","unknown",16,"may",412,1,-1,0,"unknown","no","1"
38,"admin.","single","secondary","no",262,"no","no","cellular",3,"feb",315,2,180,6,"failure","yes","1"
26,"admin.","single","primary","no",528,"yes","yes","cellular",11,"jul",102,2,-1,0,"unknown","no","1"
52,"admin.","divorced","secondary","no",1049,"no","yes","unknown",4,"jun",80,6,-1,0,"unknown","no","1"
51,"blue-collar","married","secondary","no",1022,"yes","no","cellular",8,"may",311,3,-1,0,"unknown","no","2"
30,"technician","single","secondary","no",58,"yes","no","cellular",8,"aug",116,2,-1,0,"unknown","no","1"
50,"technician","married","secondary","no",-70,"yes","yes","cellular",21,"jul",357,1,-1,0,"unknown","no","1"
41,"admin.","single","unknown","no",350,"yes","no","cellular",29,"jan",103,1,-1,0,"unknown","no","1"
42,"services","married","secondary","no",1263,"yes","no","unknown",6,"may",114,2,-1,0,"unknown","no","1"
49,"admin.","married","secondary","no",0,"no","no","cellular",7,"aug",301,2,-1,0,"unknown","no","1"
53,"self-employed","married","primary","no",6,"yes","no","unknown",27,"may",233,2,-1,0,"unknown","no","1"
33,"technician","married","tertiary","no",-482,"yes","no","cellular",29,"jul",90,3,-1,0,"unknown","no","1"
31,"services","divorced","secondary","no",-274,"yes","no","unknown",26,"may",283,1,-1,0,"unknown","no","1"
47,"services","married","secondary","no",24,"no","yes","cellular",7,"jul",95,2,-1,0,"unknown","no","1"
33,"blue-collar","married","secondary","no",-45,"yes","no","unknown",26,"may",240,2,-1,0,"unknown","no","1"
34,"unemployed","married","secondary","no",978,"no","no","cellular",24,"mar",132,1,-1,0,"unknown","yes","1"
39,"management","married","tertiary","no",622,"no","no","cellular",22,"may",181,2,184,1,"failure","no","1"
32,"services","single","secondary","no",2459,"yes","yes","unknown",23,"may",162,1,-1,0,"unknown","no","1"
40,"housemaid","married","secondary","no",949,"no","no","cellular",8,"aug",182,1,-1,0,"unknown","no","1"
45,"retired","divorced","secondary","no",187,"yes","no","cellular",11,"may",82,2,-1,0,"unknown","no","1"
37,"self-employed","married","secondary","no",744,"yes","yes","cellular",21,"aug",161,3,-1,0,"unknown","no","1"
37,"management","divorced","tertiary","no",503,"yes","no","cellular",6,"may",220,1,-1,0,"unknown","no","1"
25,"management","single","tertiary","no",1628,"no","no","cellular",2,"jun",91,1,-1,0,"unknown","no","1"
35,"management","married","tertiary","no",1036,"no","no","cellular",13,"aug",356,1,-1,0,"unknown","no","1"
40,"blue-collar","married","primary","no",-310,"yes","yes","cellular",26,"may",133,2,363,5,"failure","no","1"
56,"technician","divorced","secondary","no",99,"yes","no","unknown",6,"may",155,2,-1,0,"unknown","no","1"
42,"admin.","married","secondary","no",12,"yes","no","cellular",16,"apr",466,4,-1,0,"unknown","no","1"
55,"retired","married","primary","no",868,"no","no","unknown",19,"jun",207,1,-1,0,"unknown","no","2"
36,"blue-collar","married","secondary","no",688,"yes","no","unknown",6,"may",174,2,-1,0,"unknown","no","1"
56,"management","divorced","tertiary","no",659,"no","yes","cellular",2,"jun",56,1,-1,0,"unknown","no","1"
38,"technician","divorced","secondary","no",8,"no","no","cellular",21,"nov",181,1,-1,0,"unknown","no","1"
29,"admin.","single","secondary","no",265,"yes","no","cellular",25,"may",304,1,-1,0,"unknown","no","1"
26,"blue-collar","single","secondary","no",24,"yes","no","unknown",7,"may",180,1,-1,0,"unknown","no","1"
26,"management","single","tertiary","no",222,"no","no","cellular",26,"oct",318,1,120,3,"success","yes","1"
40,"services","married","secondary","no",949,"yes","no","cellular",12,"may",285,3,287,8,"failure","no","1"
36,"blue-collar","married","secondary","no",-42,"no","yes","cellular",2,"feb",521,2,193,2,"other","no","1"
52,"blue-collar","married","primary","no",940,"yes","no","cellular",17,"apr",317,1,-1,0,"unknown","no","2"
49,"technician","married","secondary","no",402,"no","no","cellular",5,"nov",76,2,-1,0,"unknown","no","1"
44,"blue-collar","married","primary","no",135,"yes","no","cellular",20,"apr",255,1,-1,0,"unknown","no","1"
50,"management","married","tertiary","no",2296,"no","no","cellular",12,"aug",121,2,-1,0,"unknown","no","2"
42,"blue-collar","married","primary","no",1059,"yes","no","unknown",20,"may",163,2,-1,0,"unknown","no","1"
32,"blue-collar","single","secondary","no",1211,"yes","no","unknown",19,"may",206,4,-1,0,"unknown","no","1"
31,"technician","married","secondary","no",671,"no","no","cellular",2,"feb",119,2,175,2,"failure","no","1"
39,"technician","single","tertiary","no",285,"no","no","cellular",19,"aug",284,2,-1,0,"unknown","no","1"
36,"technician","single","tertiary","no",391,"yes","no","cellular",15,"may",185,1,350,8,"failure","no","1"
28,"self-employed","married","tertiary","no",0,"yes","no","cellular",23,"jul",339,4,-1,0,"unknown","no","1"
33,"entrepreneur","married","tertiary","no",606,"yes","no","cellular",2,"feb",194,1,-1,0,"unknown","no","1"
37,"admin.","divorced","secondary","no",0,"yes","no","unknown",30,"may",127,5,-1,0,"unknown","no","1"
27,"technician","married","secondary","no",7,"yes","no","unknown",15,"may",98,2,-1,0,"unknown","no","1"
29,"admin.","married","secondary","no",535,"no","no","cellular",11,"oct",185,2,-1,0,"unknown","no","1"
54,"housemaid","married","secondary","no",962,"yes","no","cellular",29,"oct",288,3,-1,0,"unknown","yes","2"
48,"technician","married","secondary","no",454,"yes","no","cellular",10,"jul",114,1,-1,0,"unknown","no","1"
36,"management","married","tertiary","no",105,"no","no","cellular",28,"jan",76,1,-1,0,"unknown","no","1"
46,"entrepreneur","divorced","secondary","no",2514,"yes","no","cellular",20,"nov",68,2,-1,0,"unknown","no","1"
33,"technician","single","tertiary","no",27,"no","no","cellular",19,"aug",332,2,-1,0,"unknown","no","1"
34,"admin.","married","secondary","no",247,"no","no","cellular",8,"oct",401,2,-1,0,"unknown","yes","1"
48,"technician","divorced","secondary","no",0,"no","no","cellular",21,"aug",76,4,-1,0,"unknown","no","1"
39,"unemployed","married","tertiary","no",1108,"yes","no","cellular",18,"nov",191,2,-1,0,"unknown","no","1"
57,"management","married","unknown","no",1054,"no","no","unknown",20,"jun",25,3,-1,0,"unknown","no","2"
59,"management","married","secondary","no",42,"no","no","cellular",21,"nov",40,1,-1,0,"unknown","no","1"
48,"blue-collar","divorced","secondary","no",-314,"yes","no","cellular",18,"may",7,5,-1,0,"unknown","no","1"
55,"technician","divorced","secondary","no",61,"yes","yes","cellular",25,"aug",113,3,-1,0,"unknown","no","1"
49,"blue-collar","married","secondary","no",1264,"no","no","cellular",8,"aug",140,3,-1,0,"unknown","no","1"
30,"technician","single","secondary","no",0,"no","no","cellular",29,"jan",624,2,-1,0,"unknown","no","1"
60,"entrepreneur","married","secondary","no",480,"no","yes","telephone",15,"jul",341,6,-1,0,"unknown","no","3"
45,"technician","divorced","secondary","no",23,"yes","no","unknown",27,"may",62,4,-1,0,"unknown","no","1"
35,"management","married","tertiary","no",323,"no","no","cellular",11,"jan",261,2,-1,0,"unknown","yes","1"
39,"blue-collar","married","primary","no",481,"yes","no","unknown",29,"may",376,1,-1,0,"unknown","no","1"
28,"housemaid","single","primary","no",332,"no","no","cellular",7,"jul",385,1,-1,0,"unknown","no","1"
51,"management","divorced","tertiary","no",0,"no","yes","cellular",22,"jul",176,4,-1,0,"unknown","no","1"
28,"services","single","secondary","no",198,"no","no","cellular",7,"jul",159,1,-1,0,"unknown","no","1"
25,"services","single","secondary","no",0,"yes","no","cellular",7,"may",282,1,-1,0,"unknown","no","1"
50,"blue-collar","married","primary","no",421,"yes","no","cellular",21,"jul",445,4,-1,0,"unknown","no","3"
32,"technician","married","secondary","no",150,"no","yes","cellular",7,"aug",231,2,-1,0,"unknown","no","1"
32,"technician","married","secondary","no",465,"yes","no","cellular",12,"may",210,2,-1,0,"unknown","no","1"
41,"management","married","tertiary","no",666,"yes","no","cellular",20,"nov",106,3,183,3,"failure","no","1"
31,"technician","married","secondary","no",84,"no","no","cellular",15,"may",264,2,-1,0,"unknown","no","1"
55,"blue-collar","married","primary","no",309,"yes","no","unknown",12,"may",115,4,-1,0,"unknown","no","1"
34,"management","married","secondary","no",-294,"yes","no","unknown",27,"may",532,2,-1,0,"unknown","no","1"
41,"technician","married","secondary","no",2990,"yes","no","unknown",30,"may",62,3,-1,0,"unknown","no","2"
39,"entrepreneur","divorced","tertiary","yes",-251,"no","no","unknown",20,"jun",421,6,-1,0,"unknown","no","3"
32,"housemaid","married","secondary","no",30,"yes","no","cellular",17,"apr",245,5,-1,0,"unknown","no","1"
49,"admin.","single","secondary","no",-1193,"yes","yes","unknown",3,"jun",73,1,-1,0,"unknown","no","1"
38,"entrepreneur","married","tertiary","no",83,"yes","no","cellular",19,"nov",108,1,-1,0,"unknown","no","1"
48,"management","single","secondary","no",1106,"no","yes","cellular",8,"jul",265,1,-1,0,"unknown","no","2"
43,"management","married","tertiary","no",0,"no","no","cellular",18,"jul",110,1,-1,0,"unknown","no","1"
32,"unemployed","single","secondary","no",1026,"yes","no","cellular",13,"may",289,1,-1,0,"unknown","yes","1"
35,"technician","married","secondary","no",1,"no","no","cellular",2,"feb",215,2,-1,0,"unknown","no","1"
53,"technician","divorced","secondary","no",258,"yes","yes","cellular",5,"may",48,2,-1,0,"unknown","no","1"
41,"blue-collar","married","primary","no",484,"yes","no","cellular",7,"jul",321,3,-1,0,"unknown","no","1"
22,"services","single","secondary","no",129,"no","no","cellular",15,"apr",218,2,181,1,"success","yes","1"
57,"management","married","tertiary","no",1410,"yes","no","cellular",10,"jul",185,1,-1,0,"unknown","no","2"
56,"management","married","tertiary","no",334,"yes","no","unknown",15,"may",127,2,-1,0,"unknown","no","1"
24,"student","married","unknown","no",146,"no","no","cellular",26,"may",147,1,40,1,"failure","no","1"
26,"management","single","tertiary","no",1004,"yes","no","unknown",30,"may",228,2,-1,0,"unknown","yes","1"
27,"technician","divorced","secondary","no",21,"yes","no","cellular",18,"may",336,1,356,1,"failure","no","1"
29,"blue-collar","married","secondary","no",162,"yes","no","cellular",15,"jul",126,3,-1,0,"unknown","no","1"
54,"management","divorced","tertiary","no",205,"no","no","cellular",21,"aug",182,6,-1,0,"unknown","no","1"
34,"blue-collar","married","secondary","no",-563,"yes","no","unknown",26,"may",252,1,-1,0,"unknown","no","1"
36,"blue-collar","married","secondary","no",-251,"yes","no","unknown",7,"may",162,1,-1,0,"unknown","no","1"
58,"management","married","tertiary","no",2076,"no","no","cellular",27,"aug",49,4,-1,0,"unknown","no","2"
32,"admin.","married","secondary","no",3,"yes","yes","cellular",15,"jul",612,4,-1,0,"unknown","no","3"
36,"student","single","unknown","no",172,"no","no","unknown",12,"jun",81,1,-1,0,"unknown","no","1"
41,"technician","married","unknown","no",30,"yes","no","cellular",10,"jul",151,1,-1,0,"unknown","no","1"
50,"admin.","divorced","secondary","no",0,"yes","no","unknown",20,"jun",174,1,-1,0,"unknown","no","1"
31,"blue-collar","married","primary","no",0,"yes","yes","unknown",12,"may",59,4,-1,0,"unknown","no","1"
31,"blue-collar","married","secondary","no",625,"yes","no","cellular",14,"may",137,3,-1,0,"unknown","no","1"
32,"services","married","secondary","no",1066,"yes","no","cellular",5,"feb",150,1,262,9,"failure","no","1"
46,"management","divorced","tertiary","no",-94,"yes","no","cellular",21,"nov",183,4,-1,0,"unknown","no","1"
47,"services","married","secondary","no",1269,"yes","no","cellular",7,"may",181,1,253,6,"other","no","1"
67,"retired","married","primary","no",258,"no","no","cellular",17,"dec",221,1,-1,0,"unknown","no","1"
39,"blue-collar","married","secondary","no",661,"yes","no","cellular",3,"feb",84,4,267,4,"failure","no","1"
35,"management","married","tertiary","no",2801,"yes","no","cellular",19,"nov",70,2,111,2,"failure","no","1"
23,"services","married","secondary","no",1309,"yes","no","unknown",3,"jun",349,2,-1,0,"unknown","no","1"
58,"retired","divorced","secondary","no",439,"no","yes","cellular",10,"jul",48,2,-1,0,"unknown","no","1"
48,"admin.","divorced","secondary","no",2662,"no","no","unknown",6,"jun",298,2,-1,0,"unknown","no","2"
40,"services","married","secondary","no",695,"yes","no","cellular",11,"may",270,1,348,10,"failure","no","1"
46,"management","married","tertiary","no",2199,"no","no","telephone",27,"may",146,1,-1,0,"unknown","no","1"
25,"self-employed","single","tertiary","no",453,"yes","no","cellular",17,"jul",134,1,-1,0,"unknown","no","1"
46,"blue-collar","married","secondary","no",442,"yes","no","unknown",7,"may",105,2,-1,0,"unknown","no","1"
50,"technician","married","secondary","no",669,"yes","no","unknown",2,"jun",88,1,-1,0,"unknown","no","1"
33,"blue-collar","married","secondary","no",2645,"yes","yes","unknown",6,"jun",85,4,-1,0,"unknown","no","2"
47,"admin.","married","secondary","no",642,"yes","no","cellular",13,"may",197,2,363,2,"other","no","1"
28,"management","single","secondary","no",1609,"yes","no","cellular",18,"may",98,2,315,3,"failure","no","1"
34,"services","married","secondary","no",135,"yes","no","cellular",18,"nov",109,1,-1,0,"unknown","no","1"
42,"blue-collar","married","primary","no",244,"yes","no","cellular",16,"apr",403,1,-1,0,"unknown","no","1"
21,"technician","single","secondary","no",64,"yes","no","cellular",7,"may",16,1,-1,0,"unknown","no","1"
22,"technician","single","secondary","no",333,"no","yes","telephone",12,"nov",129,1,-1,0,"unknown","no","1"
28,"management","single","tertiary","no",1287,"yes","no","cellular",26,"feb",65,1,-1,0,"unknown","yes","1"
27,"blue-collar","married","primary","no",1,"yes","no","cellular",5,"may",49,2,-1,0,"unknown","no","1"
36,"blue-collar","single","secondary","no",690,"yes","no","unknown",23,"may",86,2,-1,0,"unknown","no","1"
30,"management","single","secondary","no",186,"yes","no","cellular",20,"nov",235,3,-1,0,"unknown","no","1"
29,"blue-collar","married","secondary","no",43,"yes","no","unknown",6,"may",268,2,-1,0,"unknown","no","1"
39,"management","married","tertiary","no",246,"yes","no","cellular",25,"may",217,1,306,8,"failure","no","1"
35,"management","single","tertiary","no",2486,"yes","no","cellular",25,"may",265,1,-1,0,"unknown","no","1"
30,"technician","married","secondary","no",2107,"no","no","cellular",4,"may",23,5,-1,0,"unknown","no","4"
39,"blue-collar","single","secondary","no",116,"yes","no","unknown",26,"may",182,3,-1,0,"unknown","no","1"
50,"entrepreneur","married","tertiary","no",221,"yes","no","cellular",20,"apr",319,2,340,1,"failure","no","1"
56,"entrepreneur","married","secondary","no",535,"yes","yes","unknown",16,"jun",345,4,-1,0,"unknown","no","3"
33,"technician","married","secondary","no",0,"yes","no","cellular",20,"apr",210,2,-1,0,"unknown","no","1"
35,"admin.","single","secondary","no",663,"yes","no","cellular",2,"apr",359,3,-1,0,"unknown","no","1"
30,"housemaid","married","primary","no",462,"no","yes","cellular",30,"jul",274,3,-1,0,"unknown","no","1"
28,"student","single","tertiary","no",844,"no","no","cellular",16,"apr",551,2,-1,0,"unknown","yes","1"
52,"services","married","primary","no",821,"yes","yes","cellular",8,"apr",426,2,-1,0,"unknown","no","1"
62,"retired","married","secondary","no",3114,"no","no","cellular",18,"may",243,2,186,1,"success","yes","2"
42,"technician","married","secondary","no",122,"yes","no","cellular",6,"may",74,2,-1,0,"unknown","no","1"
34,"management","married","tertiary","no",0,"no","no","cellular",21,"aug",124,2,-1,0,"unknown","no","1"
51,"admin.","single","secondary","no",895,"no","no","cellular",23,"jul",638,2,-1,0,"unknown","yes","1"
31,"technician","single","tertiary","no",17,"no","no","cellular",26,"aug",239,2,-1,0,"unknown","no","1"
33,"blue-collar","divorced","secondary","no",-238,"yes","no","unknown",13,"may",73,2,-1,0,"unknown","no","1"
37,"admin.","single","secondary","no",597,"yes","no","cellular",5,"may",126,1,-1,0,"unknown","no","1"
53,"services","married","primary","no",-166,"no","yes","cellular",28,"jul",70,4,-1,0,"unknown","no","1"
31,"services","single","secondary","no",442,"yes","no","cellular",29,"jan",355,3,258,3,"failure","no","1"
35,"management","married","tertiary","no",232,"yes","yes","cellular",17,"apr",249,1,-1,0,"unknown","no","1"
41,"blue-collar","married","primary","no",0,"yes","no","unknown",30,"may",232,3,-1,0,"unknown","no","1"
34,"technician","divorced","secondary","no",89,"yes","no","unknown",27,"jun",101,5,-1,0,"unknown","no","1"
36,"management","single","tertiary","no",156,"no","no","cellular",22,"aug",122,1,-1,0,"unknown","no","1"
56,"retired","married","secondary","no",344,"yes","no","unknown",15,"may",221,1,-1,0,"unknown","no","1"
55,"blue-collar","married","secondary","no",983,"no","no","telephone",11,"jul",41,2,-1,0,"unknown","no","1"
28,"blue-collar","single","secondary","no",1735,"yes","no","cellular",20,"apr",89,1,-1,0,"unknown","no","1"
29,"entrepreneur","married","secondary","no",452,"yes","no","unknown",27,"may",347,1,-1,0,"unknown","no","1"
53,"services","married","secondary","no",1364,"no","no","cellular",17,"nov",508,1,115,1,"failure","no","2"
32,"services","married","secondary","no",386,"no","no","cellular",30,"apr",222,1,-1,0,"unknown","no","1"
33,"blue-collar","married","secondary","no",20,"yes","yes","cellular",13,"may",259,1,370,3,"failure","no","1"
50,"management","married","secondary","no",0,"yes","no","cellular",20,"nov",152,1,190,1,"failure","no","1"
42,"technician","married","tertiary","no",-805,"no","no","cellular",8,"aug",103,6,-1,0,"unknown","no","1"
35,"admin.","divorced","secondary","no",869,"yes","no","unknown",29,"may",173,1,-1,0,"unknown","no","1"
57,"retired","single","secondary","no",630,"no","no","unknown",19,"jun",276,1,-1,0,"unknown","no","1"
30,"blue-collar","married","secondary","no",125,"yes","no","unknown",29,"may",238,2,-1,0,"unknown","no","1"
33,"admin.","single","secondary","no",285,"yes","no","cellular",1,"apr",427,1,329,1,"other","no","1"
43,"blue-collar","married","secondary","no",0,"yes","no","cellular",17,"apr",145,2,-1,0,"unknown","no","1"
34,"technician","single","tertiary","no",299,"yes","no","unknown",21,"may",205,2,-1,0,"unknown","no","1"
38,"technician","single","secondary","no",2442,"no","no","cellular",27,"may",161,1,100,3,"success","no","1"
31,"blue-collar","married","secondary","no",1981,"yes","no","cellular",22,"jul",437,2,-1,0,"unknown","no","1"
47,"management","divorced","tertiary","no",-363,"yes","yes","unknown",27,"may",513,1,-1,0,"unknown","no","1"
34,"admin.","married","secondary","no",159,"yes","no","cellular",21,"jul",124,1,-1,0,"unknown","no","1"
51,"blue-collar","married","primary","no",42,"yes","no","cellular",12,"may",51,2,342,3,"failure","no","1"
59,"retired","married","secondary","no",0,"no","no","cellular",18,"jul",247,4,-1,0,"unknown","no","1"
43,"admin.","single","secondary","no",6,"no","no","unknown",16,"may",244,1,-1,0,"unknown","no","1"
41,"housemaid","married","primary","no",39,"no","no","cellular",21,"aug",299,4,-1,0,"unknown","no","1"
39,"technician","married","secondary","no",834,"yes","yes","cellular",20,"apr",390,1,-1,0,"unknown","no","1"
36,"admin.","single","unknown","no",-69,"yes","no","unknown",27,"may",90,2,-1,0,"unknown","no","1"
58,"technician","married","primary","no",10,"yes","no","cellular",15,"may",298,1,-1,0,"unknown","no","1"
56,"management","divorced","tertiary","no",310,"no","no","unknown",20,"jun",75,4,-1,0,"unknown","no","1"
28,"technician","single","tertiary","no",-214,"yes","no","unknown",12,"may",140,3,-1,0,"unknown","no","1"
50,"technician","married","secondary","no",1412,"no","no","cellular",6,"aug",131,3,-1,0,"unknown","no","1"
56,"management","married","tertiary","no",217,"no","yes","cellular",21,"jul",121,2,-1,0,"unknown","no","1"
36,"services","divorced","secondary","no",54,"yes","no","cellular",20,"nov",355,6,-1,0,"unknown","no","3"
38,"management","married","tertiary","no",655,"no","no","cellular",3,"feb",389,3,-1,0,"unknown","no","1"
39,"management","married","tertiary","no",500,"yes","no","cellular",17,"nov",257,1,178,2,"other","no","1"
45,"retired","married","primary","no",1152,"no","no","unknown",18,"jun",234,2,-1,0,"unknown","no","1"
47,"technician","married","secondary","no",-401,"yes","no","unknown",23,"may",78,1,-1,0,"unknown","no","1"
42,"management","married","tertiary","no",520,"no","no","cellular",4,"nov",158,1,-1,0,"unknown","no","1"
48,"services","single","primary","no",848,"yes","no","unknown",15,"may",98,1,-1,0,"unknown","no","1"
32,"management","single","tertiary","yes",-3,"yes","no","unknown",13,"may",500,2,-1,0,"unknown","no","1"
43,"blue-collar","divorced","secondary","no",898,"yes","no","cellular",11,"may",405,1,174,3,"failure","no","1"
59,"retired","divorced","primary","no",-110,"no","yes","unknown",4,"jul",195,1,-1,0,"unknown","no","1"
37,"management","divorced","secondary","no",414,"no","no","cellular",29,"jan",293,2,162,4,"failure","no","1"
